2026-02-03 20-30-21
H-150_MAG_3

SamplerId;
SamplingConditions;
Канал;МСД-1 : TIC
Частота, Гц;5.71363264654077
0;0
0.0029170000414285;0
0.005834000082857;0
0.0087510001242855;0
0.011668000165714;0
0.0145850002071425;46736.0796585083
0.017502000248571;147516.19708252
0.0204190002899995;147397.835214615
0.023336000331428;157279.887260437
0.0262530003728565;150139.54450798
0.029170000414285;158584.491168976
0.0320870004557135;130467.290756226
0.035004000497142;159702.207756042
0.0379210005385705;157528.306135178
0.040838000579999;134852.903427124
0.0437550006214275;146264.618362427
0.046672000662856;141091.075431824
0.0495890007042845;172120.964773178
0.052506000745713;173036.711753845
0.0554230007871415;147120.250988007
0.05834000082857;186441.031568527
0.0612570008699985;173033.506754875
0.064174000911427;185030.186179161
0.0670910009528555;145691.927264214
0.070008000994284;175555.060455322
0.0729250010357125;163585.004119873
0.075842001077141;146489.198997498
0.0787590011185695;161014.338699341
0.081676001159998;167711.733930588
0.0845930012014265;172053.669626236
0.087510001242855;167847.682327271
0.0904270012842835;174367.90827179
0.093344001325712;180242.722389221
0.0962610013671405;177274.108917236
0.099178001408569;167163.262051582
0.102095001449998;179204.143089294
0.105012001491426;176756.752855301
0.107929001532855;184204.877737999
0.110846001574283;170401.515981674
0.113763001615712;209979.438892365
0.11668000165714;194440.075454712
0.119597001698569;188016.310300827
0.122514001739997;175418.396609306
0.125431001781426;222119.186195374
0.128348001822854;243536.867397308
0.131265001864283;205024.039163589
0.134182001905711;214854.362430573
0.13709900194714;202861.969818115
0.140016001988568;214185.332281113
0.142933002029997;191839.794536591
0.145850002071425;225154.885295868
0.148767002112854;167254.2865448
0.151684002154282;200574.44805336
0.154601002195711;159454.284564972
0.157518002237139;176935.166395187
0.160435002278568;206388.138336182
0.163352002319996;171305.730533123
0.166269002361425;187898.917823792
0.169186002402853;155572.355623245
0.172103002444282;176673.971752167
0.17502000248571;179899.264772415
0.177937002527139;154571.836393356
0.180854002568567;187260.857215881
0.183771002609996;160140.472553253
0.186688002651424;189994.255512238
0.189605002692853;151843.347434998
0.192522002734281;172259.885691643
0.19543900277571;179355.249145508
0.198356002817138;141833.176595688
0.201273002858567;152972.814445496
0.204190002899995;153754.011131287
0.207107002941424;150380.354728699
0.210024002982852;146776.469257355
0.212941003024281;148722.15562439
0.215858003065709;149804.679012299
0.218775003107138;126032.559520721
0.221692003148566;125693.641773224
0.224609003189995;143332.550388336
0.227526003231423;146457.092207909
0.230443003272852;153289.26436615
0.23336000331428;152320.010379791
0.236277003355709;145166.128778458
0.239194003397137;152225.461235046
0.242111003438566;156243.161470413
0.245028003479994;142016.085559845
0.247945003521423;145364.570547104
0.250862003562851;142711.710441589
0.25377900360428;149189.273220062
0.256696003645708;159377.27986908
0.259613003687137;140664.810079575
0.262530003728565;135474.03559494
0.265447003769994;128769.670610428
0.268364003811422;125476.516195297
0.271281003852851;133280.056821823
0.274198003894279;151389.686155319
0.277115003935708;145636.878393173
0.280032003977136;120102.468564034
0.282949004018565;158404.848399162
0.285866004059993;143690.659870148
0.288783004101422;124132.826622963
0.29170000414285;123888.103797913
0.294617004184279;131714.50567627
0.297534004225707;138132.739395142
0.300451004267136;131724.405119896
0.303368004308564;121235.925991058
0.306285004349993;136140.847846985
0.309202004391421;125391.904920578
0.31211900443285;133435.861843109
0.315036004474278;139512.047491074
0.317953004515707;142743.088687897
0.320870004557135;117275.257492065
0.323787004598564;137815.33923912
0.326704004639992;120352.50758934
0.329621004681421;140827.359779358
0.332538004722849;121586.444290161
0.335455004764278;134592.050952911
0.338372004805706;111918.226786613
0.341289004847135;125083.373134613
0.344206004888563;120616.326051712
0.347123004929992;138285.58026886
0.35004000497142;132781.597335815
0.352957005012849;116706.708539963
0.355874005054277;112374.660930634
0.358791005095706;130197.435966492
0.361708005137134;137721.56054306
0.364625005178563;122627.739718437
0.367542005219991;130122.03625679
0.37045900526142;116581.870025635
0.373376005302848;140793.520771027
0.376293005344277;108252.611179352
0.379210005385705;107639.774871826
0.382127005427134;124032.89188385
0.385044005468562;99018.1675882339
0.387961005509991;131770.025360107
0.390878005551419;103920.02795887
0.393795005592848;114976.707590103
0.396712005634276;123042.02050972
0.399629005675705;112400.926141739
0.402546005717133;116414.317474365
0.405463005758562;132144.933553696
0.40838000579999;117381.392261505
0.411297005841419;143247.321118355
0.414214005882847;101974.29757309
0.417131005924276;121186.935465813
0.420048005965704;132792.782238007
0.422965006007133;131405.129743576
0.425882006048561;103923.051172256
0.42879900608999;143571.102298737
0.431716006131418;104432.923143387
0.434633006172847;110766.920200348
0.437550006214275;129504.383780479
0.440467006255704;108442.610939026
0.443384006297132;105484.454782486
0.446301006338561;120366.793624878
0.449218006379989;100471.290128708
0.452135006421418;113114.79026413
0.455052006462846;131495.38633728
0.457969006504275;128625.459831238
0.460886006545703;108589.606157303
0.463803006587132;124867.308708191
0.46672000662856;124636.746166229
0.469637006669989;109684.281393051
0.472554006711417;125608.497869492
0.475471006752846;114048.729312897
0.478388006794274;123298.303691864
0.481305006835703;121217.941123962
0.484222006877131;119451.413143158
0.48713900691856;133048.929647446
0.490056006959988;120581.176498413
0.492973007001417;133041.957763672
0.495890007042845;102388.519309044
0.498807007084274;103063.424911499
0.501724007125702;124392.68614769
0.504641007167131;99882.7507591248
0.507558007208559;97888.7594356537
0.510475007249988;123029.567710876
0.513392007291416;126292.330005646
0.516309007332845;125107.505167961
0.519226007374273;127174.603201866
0.522143007415702;118729.605873108
0.52506000745713;123994.751180649
0.527977007498559;121564.842781067
0.530894007539987;122299.818908691
0.533811007581416;131460.332258224
0.536728007622844;100336.278980255
0.539645007664273;114237.123432159
0.542562007705701;94779.333782196
0.54547900774713;92310.8485565186
0.548396007788558;116196.145586014
0.551313007829987;109148.082265854
0.554230007871415;106987.63124752
0.557147007912844;103787.713981628
0.560064007954272;121748.636613846
0.562981007995701;104106.933094025
0.565898008037129;110600.364589691
0.568815008078558;103953.429674149
0.571732008119986;103816.28502655
0.574649008161415;94382.7191467285
0.577566008202843;111911.063781738
0.580483008244272;100450.021766663
0.5834000082857;97225.2224349976
0.586317008327129;118798.28059864
0.589234008368557;125997.447922707
0.592151008409986;102217.926298141
0.595068008451414;100876.774581909
0.597985008492843;98465.0445365906
0.600902008534271;99625.6428203583
0.6038190085757;127894.50012207
0.606736008617128;104023.313270569
0.609653008658557;85669.8341522217
0.612570008699985;113174.048284531
0.615487008741414;111847.093486786
0.618404008782842;104992.285667419
0.621321008824271;132330.678884506
0.624238008865699;93237.8039836884
0.627155008907128;89445.0610122681
0.630072008948556;95739.8084335327
0.632989008989985;88572.0642757416
0.635906009031413;102758.487068176
0.638823009072842;106740.061485291
0.64174000911427;90456.3630828857
0.644657009155699;97271.2307491302
0.647574009197127;79651.5158729553
0.650491009238556;98191.8703536987
0.653408009279984;112873.338554382
0.656325009321413;107546.997268677
0.659242009362841;106016.025701523
0.66215900940427;97701.0033912659
0.665076009445698;131532.817867279
0.667993009487127;96340.7716827393
0.670910009528555;108257.355773926
0.673827009569984;108998.309082031
0.676744009611412;108363.296419144
0.679661009652841;97881.6720428467
0.682578009694269;99867.1249008179
0.685495009735698;116718.136362076
0.688412009777126;101603.157089233
0.691329009818555;118467.38586998
0.694246009859983;120066.13117218
0.697163009901412;98751.5883960724
0.70008000994284;99513.8824882507
0.702997009984269;105062.283538818
0.705914010025697;106088.284410477
0.708831010067126;101208.974790573
0.711748010108554;105421.654403687
0.714665010149983;103718.26856041
0.717582010191411;103465.351935387
0.72049901023284;145840.825511932
0.723416010274268;103105.122554779
0.726333010315697;125354.644347191
0.729250010357125;103947.145524979
0.732167010398554;126304.765842438
0.735084010439982;100202.71922493
0.738001010481411;119946.666557312
0.740918010522839;104446.373249054
0.743835010564268;109130.382074356
0.746752010605696;84454.6450376511
0.749669010647125;95178.3441228867
0.752586010688553;99192.440448761
0.755503010729982;90574.5441951752
0.75842001077141;116077.786725998
0.761337010812839;108855.034021378
0.764254010854267;115934.232315063
0.767171010895696;104719.709037781
0.770088010937124;123878.523422241
0.773005010978553;106288.917884827
0.775922011019981;113720.873487473
0.77883901106141;107170.944034576
0.781756011102838;107157.738340378
0.784673011144267;111687.824430466
0.787590011185695;113175.593956947
0.790507011227124;102574.092264175
0.793424011268552;117410.058321953
0.796341011309981;102925.758869171
0.799258011351409;93580.6539764404
0.802175011392838;92852.199760437
0.805092011434266;114863.677688599
0.808009011475695;91061.7475681305
0.810926011517123;99291.9251937866
0.813843011558552;107888.551292419
0.81676001159998;97834.7021484375
0.819677011641409;85265.7026367188
0.822594011682837;65558.2545423508
0.825511011724266;97136.3389968872
0.828428011765694;106547.625957489
0.831345011807123;89029.2641029358
0.834262011848551;101740.497383118
0.83717901188998;77338.6321964264
0.840096011931408;103526.582502365
0.843013011972837;108307.095159531
0.845930012014265;119651.833023071
0.848847012055694;92148.2910900116
0.851764012097122;110448.263771057
0.854681012138551;88142.2693023682
0.857598012179979;104720.313461304
0.860515012221408;101241.216385841
0.863432012262836;110170.081642151
0.866349012304265;101336.328184128
0.869266012345693;87844.6962471008
0.872183012387122;98608.1483650208
0.87510001242855;93847.2657394409
0.878017012469979;115444.368009567
0.880934012511407;99020.6597385406
0.883851012552836;96627.3366355896
0.886768012594264;108863.459545135
0.889685012635693;103583.129535675
0.892602012677121;114455.447977066
0.89551901271855;77630.0003433228
0.898436012759978;83583.9679412842
0.901353012801407;86946.8337154388
0.904270012842835;82069.7061986923
0.907187012884264;94893.9824142456
0.910104012925692;95398.7250881195
0.913021012967121;92799.6405563354
0.915938013008549;105405.846511841
0.918855013049978;111093.546117783
0.921772013091406;95516.7918195724
0.924689013132835;74543.2595024109
0.927606013174263;88618.5003185272
0.930523013215692;101488.839950562
0.93344001325712;103160.519283295
0.936357013298549;96337.40858078
0.939274013339977;98048.0893630981
0.942191013381406;91158.549987793
0.945108013422834;92869.3783226013
0.948025013464263;99321.0438308716
0.950942013505691;96271.1404190063
0.95385901354712;97394.3796672821
0.956776013588548;93882.680770874
0.959693013629977;97720.6430854797
0.962610013671405;80954.2639598846
0.965527013712834;84110.3515319824
0.968444013754262;82528.3085632324
0.971361013795691;91203.3941755295
0.974278013837119;88892.5851135254
0.977195013878548;79902.2603530884
0.980112013919976;96385.7326126099
0.983029013961405;92653.2637786865
0.985946014002833;104228.828291893
0.988863014044262;111661.458526611
0.99178001408569;91599.7976074219
0.994697014127119;95812.7365703583
0.997614014168547;84413.0249557495
1.00053101420998;112999.731422424
1.0034480142514;102762.715539932
1.00636501429283;99887.7363109589
1.00928201433426;100323.199829102
1.01219901437569;77000.6328620911
1.01511601441712;128039.164617538
1.01803301445855;92051.1916046143
1.02095001449998;99393.6787338257
1.0238670145414;98891.694732666
1.02678401458283;91626.3775663376
1.02970101462426;104095.658679962
1.03261801466569;108808.060240746
1.03553501470712;108469.148508072
1.03845201474855;101524.269237518
1.04136901478997;108495.484579086
1.0442860148314;96827.253036499
1.04720301487283;82644.5387458801
1.05012001491426;87945.4693450928
1.05303701495569;83643.8596611023
1.05595401499712;86213.3460483551
1.05887101503855;98873.5946655273
1.06178801507997;101646.904918671
1.0647050151214;105450.231452942
1.06762201516283;98459.4007759094
1.07053901520426;92996.5229034424
1.07345601524569;83633.7466621399
1.07637301528712;105193.503429413
1.07929001532855;89079.8603010178
1.08220701536997;89386.882390976
1.0851240154114;93919.3123149872
1.08804101545283;87024.7122802734
1.09095801549426;86069.7367630005
1.09387501553569;88968.002658844
1.09679201557712;102992.317923546
1.09970901561854;101208.802856445
1.10262601565997;91808.8184604645
1.1055430157014;82871.0540657043
1.10846001574283;76698.8688812256
1.11137701578426;97347.282661438
1.11429401582569;84806.5657100677
1.11721101586712;76682.1371250153
1.12012801590854;103090.644183159
1.12304501594997;91189.5182189941
1.1259620159914;96569.2360010147
1.12887901603283;81417.6982593536
1.13179601607426;93355.8167381287
1.13471301611569;85123.3179340363
1.13763001615712;76414.9180641174
1.14054701619854;92557.0579528809
1.14346401623997;99772.2455940247
1.1463810162814;95014.3495826721
1.14929801632283;120104.173980713
1.15221501636426;80331.229473114
1.15513201640569;80381.7347202301
1.15804901644711;82904.5317707062
1.16096601648854;87672.9213066101
1.16388301652997;89953.1945343018
1.1668000165714;95515.5994186401
1.16971701661283;81900.770526886
1.17263401665426;91178.9319114685
1.17555101669569;97674.2327709198
1.17846801673711;76841.9639987946
1.18138501677854;95287.3391647339
1.18430201681997;93805.0135192871
1.1872190168614;59728.3223152161
1.19013601690283;105440.022453308
1.19305301694426;115658.243906975
1.19597001698569;71523.7445297241
1.19888701702711;92962.421585083
1.20180401706854;91239.0364246368
1.20472101710997;94361.641708374
1.2076380171514;102819.392734528
1.21055501719283;91499.748541832
1.21347201723426;99105.6776657104
1.21638901727569;105425.182128906
1.21930601731711;96624.6484832764
1.22222301735854;79779.3728599548
1.22514001739997;111624.135368347
1.2280570174414;83963.0480289459
1.23097401748283;88237.1447067261
1.23389101752426;78904.7797698975
1.23680801756568;83918.8712425232
1.23972501760711;83448.6086006165
1.24264201764854;83119.3862247467
1.24555901768997;94297.5309963226
1.2484760177314;101663.299499512
1.25139301777283;75557.1212005615
1.25431001781426;95420.8238601685
1.25722701785568;81166.4277620316
1.26014401789711;89999.2433204651
1.26306101793854;85606.9908323288
1.26597801797997;72656.2777481079
1.2688950180214;89658.3959598541
1.27181201806283;107718.342758179
1.27472901810425;100014.570386887
1.27764601814568;78996.8821697235
1.28056301818711;71699.6642036438
1.28348001822854;87919.4282569885
1.28639701826997;91336.2133522034
1.2893140183114;94741.590426445
1.29223101835283;89278.2177429199
1.29514801839425;83639.7524795532
1.29806501843568;97734.7705459595
1.30098201847711;99636.6644382477
1.30389901851854;97366.9133987427
1.30681601855997;96520.5321235657
1.3097330186014;92680.2942886353
1.31265001864283;74845.9433708191
1.31556701868425;94482.8658561707
1.31848401872568;80882.5977859497
1.32140101876711;89050.8265018463
1.32431801880854;95519.4972381592
1.32723501884997;100713.884587288
1.3301520188914;96251.3858222961
1.33306901893282;66570.477437973
1.33598601897425;89520.9115486145
1.33890301901568;95658.6769065857
1.34182001905711;80051.8184013367
1.34473701909854;84421.2273750305
1.34765401913997;84035.8818788528
1.3505710191814;105541.828517914
1.35348801922282;99236.4001998901
1.35640501926425;96465.6560115814
1.35932201930568;92744.2730836868
1.36223901934711;95943.6363983154
1.36515601938854;99082.8028678894
1.36807301942997;99561.6445045471
1.3709900194714;83312.0991802216
1.37390701951282;80130.5258903503
1.37682401955425;90897.4984359741
1.37974101959568;73992.7402954102
1.38265801963711;87968.0380077362
1.38557501967854;89440.122756958
1.38849201971997;105287.478549957
1.3914090197614;92183.6950893402
1.39432601980282;88632.2333297729
1.39724301984425;84591.1286315918
1.40016001988568;90944.7117805481
1.40307701992711;91893.9722213745
1.40599401996854;113869.86378479
1.40891102000997;88175.5235862732
1.41182802005139;84215.6231918335
1.41474502009282;102745.323524475
1.41766202013425;86329.671254158
1.42057902017568;79374.2403907776
1.42349602021711;88675.7810134888
1.42641302025854;72367.5475063324
1.42933002029997;73744.9052200317
1.43224702034139;82065.6819133759
1.43516402038282;73309.6646728516
1.43808102042425;93244.8755569458
1.44099802046568;88747.5751838684
1.44391502050711;82459.1682395935
1.44683202054854;86732.5347309113
1.44974902058997;90311.1058998108
1.45266602063139;101833.796245575
1.45558302067282;82070.3537044525
1.45850002071425;95619.5663337708
1.46141702075568;91194.428565979
1.46433402079711;91662.9784164429
1.46725102083854;83206.751449585
